msno,city,bd,gender,registered_via,registration_init_time
90+jnFXkjnSHt4sczEsYMb5mvVIW2VRpZh+/RClVyrU=,13,19,female,3,20130120
8uHGHYtCtoM2DMkqumKMBnvqAEKldD/Vnub0ARgf05M=,22,26,,3,20130206
ZKE1UHLTGnKBI8ALjzAItlMSsPjR1rRnCL5zmJyMDyg=,12,33,male,7,20130220
MB6EwzwlxzdIVwvHAR+3P2j1yi1ymGbqh6kAwySFLns=,5,0,,3,20130226
z+5oi5qOp6AL2JCtwmiEcm3jBD6cURjHGkG1o68AqJ0=,15,28,male,9,20040720
7WMNr9Uk7eT2eW4wAm6TRuFUIJJ29f0vWe8OIUuH/hU=,13,30,male,9,20040825
Orrtj2l0hlYGJbxnSABbdJLnGYCEwhojJk38WHQsUDA=,17,35,female,9,20050602
mngiZVslYy+Rks623nR1uOmzluggVcOTMSTBIPtuzY4=,15,27,female,9,20050603
N4GW3p98w0wydmBU4iyjPSAAtQ70FCvpeT8bZSuXnIQ=,22,29,male,9,20051004
xSHvZIC5juONFw226mBgCIEXET0hHqEMcBAy6UhfTAs=,22,20,female,3,20120726
YG+Iq4I769pfXzA0vDiz0doZlSrxVgHjBsVigUa2YEE=,15,22,female,3,20150622
YR8OD7XKfYq1tpKD59tX4X7cipfif1zji6E2k8T/ZsA=,1,0,,7,20100614
w6phzbXmkdmJNgUz9eFRCKnmzsSWV/sTvpvv4V9HQZo=,1,0,,7,20110616
y926Z/MVxlx2s/t03zd3R+wcKPeA0x+b6Mr/XOcxcR0=,1,0,,7,20140514
FFxBHy1K++pSH8aUVYFb5UJYluYA5eOkEg4RMUirh+s=,5,17,female,9,20150304
GbIMVrEVkAl0PaGNv0pOuydSYRifk7oqT9WboWDxrrY=,22,29,female,3,20130823
HfG4dUHVBBijg/LsaV2+OLLN/9JTfc5voTya8SvpL/o=,1,0,,7,20130903
u7UY2cOHS6xEJ+c43kfvJp3O26z9JsHvxZkB5DRPH1s=,5,0,,3,20130909
CwdF10DoRaZjVDWdJEFrkfwwCME6bENpcAf8vrbz5Qk=,1,0,,7,20130910
socn1A6sNGOHWjYj+nhZmkkGv1Rrx8OlKGWtc10ZmkA=,1,0,,7,20131128
DwTiypUjBcdaSFM/x/YCt21RJlddM5d3NvLrzBqAzMI=,4,23,female,3,20131129
MiWtB7NnvCUWPgc5zSwiP4x50EzaW+7ugWp1RhWIv5o=,22,0,,3,20131206
suL0chidGzUZ9XPxn03MSPVsSP28cIDzOy7P1DvYWGQ=,1,0,,7,20131222
wb3wnA7Gmw5P5O6dFfSRI6ZGj3JjDfwo2poYOaFMj3I=,1,0,,9,20161113
BTsV5MrPvG/QCXDf0O5WiZSqoR6ZkCWamTvtauEX+Mw=,1,0,,7,20161117
jkLqdA9yexLcYFuGHTj04bEl37YwDOKCgcq9U0gfJiE=,22,26,male,3,20120125
4y0noZo/rsIEIUX5HrfeViWgH9Y6VJohpImuMLJkK7o=,1,0,,7,20120329
7QSfbB8EYVJhHsjGv697D1cJPEg1DC1gxTRjFHXfGm8=,6,23,female,3,20141116
3nD8Li05I0yJ8be91JWbcqZ8NFigrEpquSS5u9utZ1U=,5,31,male,9,20141213
WcF86fLoaKd7hJaYB0VbdUegW6HIyigvo8hqGFoHn9M=,13,30,male,9,20160106
6HhNyPVm/tyubUoBYjUf9kWtowmsatQCPpHLAybuQV8=,1,0,,7,20160111
NfY1J4CGj+WLb3mmsq/AZVkhJ5fUtloYv0GWbIOKXPI=,5,53,female,7,20100427
5yG8r6DEo+UCaNlzyQxQQvrj/E8Jo2jnWIDGSnS/Rj0=,1,0,,7,20100910
30TtJot7bviLRZiqQHsup2ZxmreNR+m3NiyyzCevFwQ=,1,0,,7,20100708
EXxxK9qwQjCKBOtCMKXscLiNTyw8M9uvegcO3ypzBcc=,1,0,,7,20151018
VlNUJcv+tpmyybKpL3h+BXtjk3bpLQ2rsROZ4RS9fGs=,13,34,male,7,20151026
lMStX6uHWLAZ9kw59wFsMM6lxaKhxyCbytsy5t2qKus=,1,0,,7,20170127
UqoJ6cxxrLXzWTCxCGaGex3h1+tDb2OLS4+zHF5x1zU=,11,36,male,9,20040409
zZYMLk3BQFWs+iGS2kVQF33t6E35FVMJiclqjJq33Dw=,13,34,female,9,20050917
/22GOxisiEZIRqRndMBD+BSD4zVB2tF7BtWF0TU3guY=,4,29,male,9,20050918
cWtQc28y22xKX58/5ammvYqeR9KdSSNiO2jZUSCzgtY=,22,20,male,3,20141118
RUfNNaLAEqU8/oCAXHYzWtVRLx82go5W2Z6ZtBCJyqI=,8,24,,7,20141118
kUNWyGdEfI341t5q3lKWc2yOKzKwHJJqHksTYYmaYUM=,15,48,female,9,20060520
HwrqmFCV1sXy6iQzkSr3/e5E3kehtM6lR6xejcnbAvg=,5,33,male,9,20061119
suxJ3eSWYNPJE3MH8CZvbPeZjWaem0SLQYjY7ZV3sYQ=,22,28,male,9,20070211
FVE8s5MRKh6VAPUkJC6tWjqAR/A7ETK0d19NmzcHJ1c=,13,30,female,9,20111110
CV8OHqxnLlISzU7Y9tPadmBFfODZfO06hYGHbiV58Pg=,1,0,male,7,20110924
nEZmxwffS4IPAtP/iatgxtk7GsT3xbUL5SBSFLiwuIw=,1,0,,7,20100404
KG5jjBS3DJIalNzQrOnQwPOrJhnKYgjNuwMw6fZbsrs=,1,0,,7,20100407
I4C4qdofeIP0SWoZ0GFtlqkzvLpQvXeqo8RzaT+Ezks=,1,0,,7,20110201
S5XrdT17w53Vg29Ce4QuszJTr+w8sAgx5qtVgF4M0C0=,1,0,,7,20110224
7DXII/3JDZrK3Nfd4hyU9mdKcYljY5NFxUP5V0q+A2w=,1,0,,7,20110406
kjB6FA9OTuMMXhtak0qJOcSrhejv+m6e2cvNh83Nv4M=,1,0,,9,20161115
GeYk2kTblGJJuEcpikgAMqpPl3CS2uZWdG+CE/mOjQk=,1,0,,7,20161124
vf2Hb20tcaRC/Trdx62CFuSsanBhi6yy4MgYsIna9Nw=,12,25,male,3,20140706
IP1t57wygc9ST/IExNVhFreI+IJP1ZR76J9PRY+O8hk=,1,0,,7,20110818
njCNPbSae66qT50SU6GHH2YdofKfmw0ajT/dh/3m8KU=,22,38,female,9,20050323
xbfTEr6LnxXeIBb5yT8p6hLmDyyVb4K/UgddZfqjK/Q=,5,0,female,9,20051018
0s/sa7VAoT/v5TGbusli+Qu76MF5JV0QbsIKAfc72vE=,4,50,female,9,20051126
7Je89az7PiOeVTlYqklNuyXJ7owwTend6kgv5xxDqew=,13,27,female,9,20050803
y1NAAfkIGtYOYK5BXUVKnOa5r2c6vpSt/k/u4/1M3Vg=,6,26,male,9,20060818
H7nk+ubQCz3tn3176XENK/FZJSfZpKe7Wt5qByIkZds=,4,39,male,9,20070418
zCMfvUFyFP9Ool2PUEpIfl750SrFfyeqCEbJcJP/K+o=,8,25,male,7,20140903
ZgcNVu+iEZh7wnspvjJPsG28vspI8o4Xh7C6gQMEyC4=,1,0,,7,20140920
3XUMN67FiwZZoSEw7HIFYc0Crgxy7LVNLt3sfZPhpw0=,1,0,,7,20140616
fmQ8t7dvp67eCOG3+HZxmMcpxkntTJNriJ5TmbmKZ0w=,21,20,female,9,20101013
KUR9lKX1KbuxrLCw8GH/CGCDvGN/S8KwxxWygVx0CLU=,16,42,female,9,20101117
h1Xi0sEr+TD1gPPfKyOseSOn2YeO+NlWSpa8YObCCYI=,6,22,female,9,20121017
cvTzJqvL9voelf1AOV6jMgSBvjv1Wu/XEMq7UGe0p5w=,11,21,female,3,20121115
4YrCGcU42XsVWhx/c8RxFPqk0twP8BicVQwDPQylq+E=,13,28,male,7,20121210
qmQOHNgxPEVpF/HYihnJq2JGTcANBf8+AZOFsvQ0+z4=,1,0,,7,20131027
1tJ1A1RilZdXYB9amWGfWFXcSWoWjCDwZ9pALH8hAdo=,6,0,,7,20131208
MY09CH8PpemFLsHinXcfCrOxpKyvaZ4/dEB4DUwOX10=,5,34,female,9,20101208
2p9nVJR8/eu95r6qtFiZbXsvb6lp3zW6VqG7Wz1zQos=,1,0,,9,20131013
+f7AmeVHcECJchAsn9pCZVG2Xn7gvq9N6QCu8VEpOBU=,5,21,female,3,20131015
nVnKHmHaueEqNsmk5pd+ryA9qE8BqUzoLFSX0etpCgE=,1,0,,7,20131022
HIO9aFcqYdPA3TMu5fydEkD0w9EJgC4iyyNz4hkrDtw=,5,0,male,9,20050129
G7wSC2UiFpT1EMnkkjldHkxvFB6oGtMxU6H3yYRykAM=,22,21,female,3,20130111
6sY2Xx79QKzU7bw11Wx0QuJ3nkJ3foSWda54SXMPhAk=,4,22,female,3,20140823
SfI2LmF41YqGCZZei2cXxctAEDfB0ZKqzA6Wyp/F1V4=,15,50,male,9,20111024
IUQHXb9s16IGflklbOurfgN5La1ri2OGnySEcD9+uAA=,1,0,,7,20111108
E9F+3VQDaBrPubq96b+x4BUAJmeE54haUzx7B0G0vGQ=,1,0,,7,20111112
Ms+MYpc/mGVcIf9ivqvdfIvs+4y/aC4xEyWuWLtyVFY=,1,0,,7,20111115
3baYhvQppaQlJzP0O1kinPUWQ8Wj9Ci22Bz3VUbLux4=,14,30,male,7,20170124
EL5ZvwqielTkyXLLdshEQoi97q6ZvklKsD8Xpsya+Dc=,13,31,female,9,20080202
xGYgaJurkVA1evqewW2Enz7C6UFuX0tBDhtWBocGJmM=,13,32,male,3,20121228
Ff8dAC0+CCqZtJoFfZ2GBz25kxP0yCtOIzWpgu1dDfI=,6,26,male,3,20130107
qtdEmwTGUq9Ji5WjE7ADzRb0BANVvwH6M9x0Y1t3Fgg=,1,0,,7,20120630
X8URl5pKYevRGQINneSK7mb6URZl8S3JLhYYTonIgRU=,1,0,,7,20110624
Cb4ywYgas31T1sUm3zZHIL0a01GjWDat0jlCSNpDibY=,13,24,female,9,20111101
rofqXxdccdZ9lt2N1H4Oxn2wkrDzf3cfIpqUBUaOL7Q=,15,20,female,9,20111204
EdXOFLBCYkv513yJRUUvBM/uaY0JWnJrZHoa6lFHDUg=,14,26,female,9,20110918
hIf6D27upxDO5y4MGBcdqyXyrLAQA+cZM6Twbxf+M9Q=,4,51,female,7,20141020
THk4qI8zeHps/tDM+I/DOUgYHAGhjtEdQminDzeg8tk=,9,39,male,3,20140103
KIKt/RQPXdedPFH5VxVooh8d4nNHs58lhn5uVjNd1f0=,1,0,,7,20140130
aA90Z1LlcarBqqEYyDEgaqXsIAbqGls8Xxtf8ZslGcw=,4,31,female,9,20060308
YwxuajujBZI7uWXRQVWJ322ISscYWadienbsxPquyuE=,15,25,male,7,20121020
6q9fd2nkqizTcwRu4YTRVLrMN/CKZllqFdWmzaEmst4=,12,25,female,3,20121116
dCYef+Brh+SXgSK664iXncd/tcFMPju4jgMApUxQsxk=,1,0,,7,20170125
tEWlWCWWr72e39+qCJh5ibTmS5WPAqUL6aHJ0fhg/kI=,5,0,,4,20161202
znSnyny2+Lu0zsV/Yid8BnWura5SL96m08CqDfMLIPE=,1,0,,7,20161205
HEfgmYLovF5RqbQuvoemcRAFhWth1l4xtiFCkz2tRt8=,1,0,,13,20161221
PChnpHYJEV2qZJmiAsIFzRf8RczAzFj+sU/9VzO6rBA=,1,0,,7,20161224
TYqbj4E5hSzKUcfRAp/qsMOxM1aPqAtg6rj3a4Gqqwg=,11,33,male,9,20111011
h89WS4tLlqaUPQB8LB48tq7d84udB6V/nxJiToOk6DQ=,13,0,female,9,20041206
/T2gCVs+4gZqBkqFFxR9kYnIJC/8I+xtFGJJtWM1WrQ=,1,0,,7,20150830
S89GPrzdk5KyzbrqvUKbrVDX8R8OY81DPfoiqKxmZnw=,1,0,,7,20150926
IyZfmXRB2+bwVcAt+xyyJtXNxLkujvETbcLn+5Wo/80=,1,0,,7,20110815
+lF0ZFZ2SenYKcwiovTXskVssoroEhjNA/VdxDb0rVA=,5,37,female,9,20061116
lASFT0fojEq7JCNxkkQwNC04ILQk4fZjaGYAQyIxVkI=,1,0,,7,20121127
ZfXw9j5iQwVEGZEA5EDAzK1+92qrJYfod7plijI4eVo=,1,0,,4,20160719
6Doy4W99IMQrLo+KTfyCiqP6SSgw8cp+gYA/lDptWTg=,1,0,,7,20160822
Vux+LcD8xG3MYm6InURYG/ALetZUmOU3wI+bsy8jtaA=,1,0,,7,20151203
D12/CLeR807jSvEKTnkuonseNcSXx9QXYSRPT9lPFy0=,1,0,,7,20151210
hfk9P6NL5ys7OD5mhUZxKpJCcq1XkX0mksDf8XW+9Sw=,13,36,female,9,20101226
9sdk6L930X+DUOzu8oQA+iP80qLUEyNaXLry6sOMpBY=,5,34,female,3,20150607
0Jsrv8btmtTXjgpAb6iIt5Kz70qCg98PYudqxSo9fgo=,4,30,male,9,20140806
a8ZTL2N7Tp8wxaghQRKiTHopZ1HHCrD7oD01d6VLcBk=,1,0,,7,20140817
WVwmdOm3hv3XQDmWJrKzPbY1TZ+ETtlPH3WaT4ghg6Q=,5,21,female,3,20141104
LEWLJz6vX2jJO2iZXIxYFbDCs9Epj9gbvdn7TcyJibM=,15,36,male,9,20090530
49g/mQkTO8oyoQLidlPZ/oiBdCzW2VwAC4KE0i0VxJI=,5,38,female,9,20081201
RI+rtyGvRduGC89XW/w6Ux7eqfD1ae9udGt1X1YLIkw=,1,0,,7,20131206
GSJEJ1SKfgTQGG7ZS5bZKXoGUSysJZJGVGsHr5N0sss=,1,0,,7,20160826
qMi4CcpzZ1mE+lj674+++eSi4VPreV14B2Zak2dBWjU=,15,29,male,9,20080216
a9yEAH4rHo2Knk3vHZ9vHm9UoRaGPPo4k7kPQpvWEjk=,13,32,female,9,20110705
1zj7sEupUff6S+PNYeXXll1xD82KfBw4qXTGT2tBfC0=,1,0,,7,20160709
eNSqiMXtUH/7D0cAWbEqbTgoytp9I3y3gCOX7IFO42Q=,1,0,,7,20101213
0YhHXZ+TU5ztvuMxEehAo9YtD1QZZiPlzgtcrF1L3AI=,1,0,,7,20131012
FnY941cudD7fO4T4xDNUWHcg9JN5yLag/pYhNi96X8g=,6,18,male,3,20130627
dvgbSoR24mh02oJnDsLMK1PMdSNfTWdVf5iadaefCRs=,15,23,female,3,20130701
aQoEUScOL4vHhJsUcrbbL366hGHGIQvgJsXbxKzdbpM=,6,27,male,9,20090416
lj38OImBkOwiihpn19EKpanLnNUe/P0QV6lN3qfw9M4=,6,44,female,9,20090501
dRhpVhzbr7x6GYGqYbUv2el2/FGphSeNwXbHIiDPwYc=,13,34,female,9,20090730
T/EBQV69iCPVrG/i2RJUc0koRomuwfTPgipXhScHj80=,1,0,,7,20100514
4/dZHO7hT8EHAdsh+DLdX18Kaz0/WUQhHNXXLjbCRv8=,22,29,female,9,20100927
8UeywGOW2QWjdWrBDd0r2aPr+xcQ33VuDv/yq1HuQ+0=,13,28,male,9,20101011
SElL9JgFKmBnRDZly4Y/vYCxlTzHQGCvIt4S7RLJWJU=,22,23,female,9,20070531
OBhfnceOBqcy647hFEiWlpOVpFMf6WHyKJB+3t9sQ84=,1,0,,7,20120204
27LpaAq48DPJ/8vYW4tetVWdDztN2mAoF9PbqSs5IhE=,11,0,,9,20120403
D7k8sv1U/Qbdh+kc/4q+txgahhPOB0RqvUNUlXz39n8=,1,0,,7,20120519
23tiL/KQ57ApjRbvu7x/lklhZRKgVXiHHPwLFWHo8JA=,1,0,,7,20120611
zdGRaAB+TmZRrxBgUA90aNplt565YqKdA2HMPegT+KU=,18,25,male,9,20100115
XTveMN6+JTjJXouZjuX68kHzf+Zrm65XrMD37vCY8uY=,15,27,male,3,20130821
/uieC81r4fBKfaAUDuUe25nzf8J5BxIT2uBsWnWlqYo=,6,31,female,9,20110614
lQvGHvEc9Y5IHSBR1GNw17l1Yose9Qm0Py09B75BR5A=,13,30,male,9,20070620
J/GHgsp7I09XSLEWjgftNDDyvZMq5cIaB3oh/ntsvOk=,13,0,male,4,20160716
gWjUdQPxaavSja3pN9TDp3LxXDLnw3pKt38MGz/+F/A=,1,0,,7,20160717
7PeJI6Xntg8Fh2b1O1MHuCQDOy1UDl21E6Q2nNis+n0=,3,29,male,9,20040914
UNZAy+ImekaMOZ8PiPW+Zn9bNy7L77JRc61h77jl5mQ=,18,0,male,9,20050125
21POy8HW6XXI0Om/YuYR3HytxHD60p0uQD0eES9P6mI=,4,25,male,9,20050706
xXo2Guo1hR1YgKsrgE+9OigfcNCqalUynYABU1tTKcs=,22,23,female,9,20080619
RmoRNiksGgpL7D2Zc3q1fipbYyeEi9e0tJWu9j+K2sE=,13,28,female,9,20080624
i4mOhSj/3G2KxNDEnc0k7GAU/9cNhPcfucUx/n4tAwo=,13,35,male,9,20070216
21KoGVBqxgHORUIKZzrJxEjYOyGf8dHsmIKkBiT3r3Q=,11,26,male,9,20070322
cAv/FlK0q3jNfvk1qoMQjbzJQvlbZU1EiS3iDwpOCxo=,1,0,,7,20160417
mFpviTnVSw5Z2YCpp0TzRSQqcz+cHZ3Gdwvtyk15wcY=,5,23,female,4,20160712
bVVpgonWkfevhLcIEoXqXYBmhvYxVcxvJm8TBs5qPMk=,13,31,male,9,20060302
v3knhbbSeHtpihy80uQF12qzF3OsuNJnDxd7BkuGp4g=,22,39,female,9,20060312
sBkG1PboOWeS0W7QdrZbOW2Dzfe+pjZFzHzmnb6LF/U=,4,27,female,9,20060408
ZLjviaN8mFl26E7ZEb2m8j7hWCiIQZaFKIGpZqTa0oY=,1,0,,7,20161230
7BIILfhoMhWgFAeTpGW/Z5IuwRs1JokkUuZZ76rxjFg=,1,0,,7,20170107
9f+FTskvwldWDHImW4zm6yuDLiOnEzbiclD4ma/CscM=,4,28,male,7,20140115
D3I8eyKVirm6xI106aPW3cp+YFvHteF0yID4L2JpnIw=,1,0,,7,20140128
nyS494Vmf2lCkfudqda8vKPN2hU4Q1rJZ1lb+viyN6w=,1,0,,7,20151027
GGv84qTPrCwVeNClA542DpfjknOxvEIUlK0mZ3/jhhk=,1,0,,7,20151111
t3xERYcnMsJvlecfeRARMPtLuUgNoFGRebSzJNgy0tk=,22,28,male,9,20110930
Zi0tSlO3kL+HUK51GlTEpdh/ClZ7RVjD9WS4Kcisv6U=,5,33,male,9,20070526
8vZFXUixgHH9FS5n2wZBltU+MwY8yixb+bEIhjkaBvQ=,4,53,female,9,20100427
J2egW4UaqajfnIXoR8xquhvqjxiPyqyXd5LEjvvkb/0=,5,43,,3,20140626
R3GiLQSh0fK4sdRdSrZsiG4guhMBT47e9Mg9rh4dcJs=,5,27,male,7,20101110
4nju0+b/OHvWa4evjfjWuf1Po/MJt+lxBNyaTbPLURI=,1,0,,7,20131020
E8VLNDwNwJ7YETlrh+3kTIn+3RGxgUiFvjlyHwPsdhs=,5,51,male,9,20090626
oYN99wVYHdVqgwix3hqS7u0oaojWJz1o7CYIIdqpvDc=,6,20,female,3,20141120
BoyPlA4lvyWXJSzVklKHkIEN5koWyMdp3+Sp5l5p6N4=,13,29,male,9,20141127
UWSwcsk0FF2OTdvdaX+j2rX0RWJkMOyo17WM0q11RlA=,15,43,female,3,20141207
ADac1IRJO0x8EE7NvZAuaAG3I8Xc+3ViHcWuuWYOWYM=,14,33,male,4,20151121
yr5gZPXRtlx7vVpSwfd9mtq94m0S7C2d/o0cQHkaYtI=,1,0,,7,20170205
qDbJ7XX4u5IQYu1oVmqiRqQxP+no6npO6H1EIIjERi4=,1,0,,7,20110130
wBeN5Id+t1F3ubNR1HtAE+RoE+nUbtr44MKZ9L/qFZk=,13,25,male,9,20110301
/ARIYiBc5w5aCsnZgNp4Ky1ASTqh48NcQFeDvUQZlvA=,10,27,female,9,20070805
JnfaMu5rvKJGUTd5G5z9fnYJtcVhNFDRTEW+AHCkvFg=,22,26,male,9,20070810
t+f2cTpwpxy8jMkBdVKA6FOIzQv217BQ5QjWHq5WHw4=,4,33,male,9,20071030
A3yVE9ViinOwsUHw4Q1UvGrTZN0YZTuBa6cV1U5sO14=,1,0,female,7,20110627
DiabRmR5aRQ+kIflkxSa6/oEFDIrHDtN1xV5xwU+KcE=,1,0,,7,20110911
ScCY4Jx2KszhdPgrJZd9GzxSCWqOS1T+SpvEzNQT1RQ=,1,0,,7,20130124
9aYQlnHKzMB28/NKuj6hnman+w5yI9PfVzlr4fvDQ84=,1,0,,7,20130216
BA+jW83aKD49h7IUPM8SQ3oW9j0uKa9kwC+PGa+OU3w=,1,0,,7,20161211
5qTFhxohfq27oe2uV9f1Gw2AbQkO2JwrwAGCqchrFpY=,5,24,female,3,20120125
jmJbv/Fq0WasQ145tfrll3XSpYJFlBy/X7lCBGLQebw=,15,26,male,7,20120201
Xrihfvdv28PsDY8MM1g331HV44/eyyQ6ZdFtPL/IgwQ=,22,0,,3,20130513
UqibtxP7FppH8EknbOTp1FWADbljcBPRzf2Z7cTalTY=,5,54,male,7,20130603
vLSTEwyTs+yxdjj1cuyJi+AIAxGSrvk/iStECLThtyY=,1,0,,7,20150812
EZ4y1wf6VpXg1QJ91QF2q1+SgcZWr++0ZSxXYtC6jCQ=,1,0,,9,20150818
Vhn7FlRsthlRwzuVO3Q2jqq+/6KLWtfN/ZQPkH2Drrs=,3,27,,9,20150131
1QZYZu3zbBgtuKsV5w3V/VPIWMW+4n7yON65BsH31Ms=,1,0,,7,20120518
hWZDP3zv7ikJYFrdOugSGXBOMT5n3CYAeP5GNavw/08=,5,48,female,9,20160816
KrU3gOOAHrkmY5WOODCyJOTFa6/jtUT7kQuk7Yj4+nc=,11,31,female,9,20110907
MMMLNdTaVFkIOaWWiYOYc4Id4EdUKsYdiz4lNBGQ1Qs=,4,39,female,9,20100503
2ozi751eQTBCzLM8levghv/I7Zd6EuA/uzgszXe8SsU=,13,25,male,9,20100512
uUO/bQ47/3/Bv1HSsF3BFoJ2txK0M+OxfdFhviabUuo=,22,38,male,9,20100731
g/udU+RuxyePc8aJRDX+8CkEOsk6Q/GeTD5DPZu7V10=,18,40,male,9,20050607
E2YSXZletFaJDNc60iBFRQkmhbw5Fd4oaWCKDHoqt1Q=,6,29,female,9,20050917
BPIPfsR2ZKQ8uj62SDCvY/v26R/Zfc2X00V4rpBVzFE=,13,33,female,9,20051029
QgSNgBSXTPNovRyF+RsTgqtZbgMxkSUwlnoP8jeWkUE=,5,35,female,9,20051103
h6nk129jRSHWD+pwVnRb7XTCkAAd8/DpNGOX3suAIWs=,1,0,,7,20130910
XUWOOWyP4BKCXTMHPAvYnq/2Xc+O0m4qUov4skDPoe0=,5,18,male,7,20160730
aytx1EVqCnZF6hQAG/JtrvWRNPNY2g7gZMsZ+51x5RE=,14,30,female,3,20160805
ZejLn8/m0Rk1SNwTwZC6S0rWcheFqJy0MkQDh36ACVs=,6,26,female,9,20070521
wSf8yvtwYOBsUGqQTAWyvu9GIwS7P98cQTprmUNiB5c=,13,29,male,9,20070606
im76gX4t2QIfY/fq0ez6t5ZrKtAKsWNNkWeLSWhAFEw=,13,27,female,9,20091004
hLYbBVvteGLTXr145EjbXwZBBvzh0NGGf8w0N2NGFwo=,15,55,male,9,20050102
3Q5V3eSawpfu74R2878Az1chbMtBkil/BlP09S8VTgs=,13,45,male,9,20050922
1UG4tt/OCeMVKvX7ST17qLsu2mM9KmbBhlkE7t7hn9U=,1,0,,7,20161006
WSNV9SFxRcrVeTGaHouZ019xUmNxIpL5I+Vcb7v33es=,22,0,,7,20110712
E6XDdIYsXuwjKlialepHdHkUV0EgW+GTcCJU6sVfH8M=,1,0,,7,20110724
H02ijqPB4XW1H4RCivNORzpwtjHezjf8O0B6SG/A0Ww=,4,38,female,7,20110728
vb+qjOa2At/sGsy/fcGtAdTmyvnDboWCpxeOtMruXNI=,13,0,,9,20110816
8FHzdpDM/xO/ClzvwI7b7tGVErqrAAbCTcLk7pO7Hyc=,5,51,male,9,20060530
x7+r04Nhwcc5Vh+871m8SHhEK910MdKibDb7FrPLLkM=,13,29,male,9,20060623
WMaChHJf7qV2BMMh/uBWmIQPXT7YgOoPwV5TbpXsbOY=,14,26,male,9,20070429
8SU/S4TWC2Tx65ubUTIZ5ndQFXIuE814e/fALxaCyHM=,4,24,female,9,20100516
aiO2mNpjxLfDdAC3SmVI+zSu2vfNojcBQRSS5NKSSc4=,22,67,male,9,20100720
2uTe7mzxvqzbjzsmP02zyRLGBbdW60qAbglhSndVexs=,5,38,male,9,20100815
kpIDXsceaX/LQG05KLZYX5hN4h1dHKPOhnbmwEEhF5c=,1,0,,7,20101004
kNhlT2/9cH0nhxoJBEd1DqvdJScC8t53P0ARVIlb+iM=,4,35,,9,20101218
owgJw6TAJ/dwrSO400xRA7ufIatyEsic6LIrSUDVXxg=,1,0,,7,20110115
JshlFkxpKgRDHZRBd44YGvBPt+Ni/SmEb6JyBqBAHlg=,1,0,,7,20110310
qPvndrVvCILcWa9ui1g7gNCvhcbeB5LZI1PngCWccOI=,13,34,female,9,20110416
iNaUywgsd+rYGNdKQNFa+3lfm3md/vLCacMdiosfcsw=,13,33,male,9,20071029
/LMbX5r8KHISdD13/JKVkpe3LAVoGJjpUQC3ivJoX2s=,15,20,male,9,20080107
uAuEkKC3RDsVdS3ZfFbICGgEYe66UbYrSwOh8mUqglA=,22,43,female,7,20110514
R8UnbzMSrhyI0Xk2FMUxgENSjGR/lNcl39MQbDeHU2Y=,1,0,,7,20150828
ny6Qh95LkzOOKeOr3VUY6J6a3eROFfFyvdCTcHQtiCs=,15,0,,9,20141112
1zfOjcaVDsKDhUB6aJ6bugkcUYDdxh4XQ1cqQFM/7+M=,4,25,male,9,20120121
hSEyuqXwnQuI6IdLh8NWKvaobPEJFLIvgVJ12mLgnVo=,5,29,female,7,20120212
5RXWWqwUL2ny/0Y4Ad5lwhf+fjaSUC93GGQld3PJq8E=,4,32,male,9,20120217
bqQiiAmzy0jCSyAXrsRFCFLBFC+2b84icfVDkYO655Q=,1,0,,7,20120313
OHKUDLC5XvI0TX43NtRS2R6idCnVordPiNoE6M3hxOo=,5,30,female,7,20111227
sQC853oiTcTZ9OvC22AbTBHpXimWf4Q3M//vArTFe0c=,13,27,female,9,20140502
JBSs5nLiYdZh8VSS8Q5nyrY8br+ATsI+KsIf2XzLgJA=,1,0,,7,20140630
O++fBsWG2brxfk2E4ymq1WPsMMYAnBe+GCdieewSS+4=,1,0,,7,20120527
aoociBTcQpKGZjV3Cx4CnRjNSiu9yYnXrGZITVUAL8g=,13,0,,7,20120611
suu+JOdWWbgqjlgS92QrQ/SeABwTUSxsb5/Jmv3i6oE=,5,23,male,3,20130216
SJmEt2neuMw2GonVUyQ8a3qbiEhIB8UpSbszVH8XxPk=,9,32,male,7,20130302
EpCLuvcdhY0T0FqrdI0MAagauoKv3t/yYbmUw74sKbc=,22,0,,9,20140820
6q0hxNV933qLZ+Ji2644hFqjRUAG7MlwdEcgWJgI8Sw=,13,30,female,9,20090108
Pu6u7pVp8iJVq0lpkU032UG62AvL/LxQTVJdn6DHFTU=,1,0,,3,20130823
itsb6fqcYrpnYhd43Wcmj0aU3muI9e+eck5gp3K1YCo=,1,0,,9,20150831
HXVPkgBZmhvK6wFN7Qj0vsdmuwcDjs/HpOCgrWoPvNM=,1,0,,7,20150906
A1ohiq7i28HLTIm/CNd2qognZOxUfP1vRa1PGNWlKYw=,8,23,male,3,20141228
4/7Epo+zIiow9On3Tc/EGZGO0+vLs+l1TwlDLLstSXY=,1,0,,4,20161215
AoaALAVrJQTNQ2raWJbXo56RiirIsJUm7WQcFY3NW6Y=,12,23,male,9,20091114
efFFRat9MukBJU7RluSTFvUVZh4zZwqrCM+FUBxm0to=,13,33,female,9,20091219
h1BMG16ctDC4tnkUFY0wljqXUHVv/eZveLwbsU9jGVc=,1,0,,7,20140816
BkLgC0VaTjqiNLtqXLWH6F272vMWBahW06zoqp7vGdY=,5,47,male,9,20061020
