,msno,is_churn,city,bd,gender,registered_via,registration_init_time
226,zt0f/xtMz9sBM6MQ+ie5whcGPI577XLCcQv9laVy+tg=,0,5,30,female,7,2012-01-05
227,/T2gCVs+4gZqBkqFFxR9kYnIJC/8I+xtFGJJtWM1WrQ=,0,1,0,,7,2015-08-30
228,ZMlddzQbevrtSgkiNajGecuS1aiXWDd5Jvyb28utlhs=,0,1,0,,7,2016-05-26
229,NCiZas3Cx7a6E2dWhkMaBWbOqqsVbtNJyHjGDO2NuWs=,1,15,28,female,3,2016-10-02
230,CdwB5949f++qYSIcdq3peWuj/9XT7JdbMXCBD+X4Jes=,0,1,0,,4,2016-02-14
231,fv3DO4xlaTxXtzl4S7s5e0zI/NvtoE7z88giS57eaXw=,0,11,24,female,3,2012-12-09
232,tcm4W6bZ1nG133Y/8vlPaug8jH/KsAVScT8SauAVrXo=,0,5,33,female,9,2013-05-13
233,g9O+/qXFOluOsVXMn7jW2FKFgwASoEEY2myuuDTs7ac=,0,22,17,male,9,2007-09-22
234,nhxD0RnlhZQ7vsj1cbyR4/jLVSAeeMxe1ugN13V/KjQ=,0,1,0,,7,2013-01-18
235,q3nloaibOSmthL+7NJF0sc/kcKMKWewH6lbftC3ZQKo=,0,1,0,,7,2014-01-09
236,l312Zz1H3+46+u9Q+DPKgpIOPHhRF686m11Lq4TeP9g=,0,1,0,,7,2015-12-04
237,PajFYRPrJyMwZqn0HqLcx02qcn55uotyzlE55zZjY8U=,1,22,38,male,3,2016-07-31
238,MJCtBTHD8/5LCmxKyGxI0RPs7qGA0+J+SE/I19OVDk8=,0,11,25,female,9,2014-12-06
239,tSMzlwwstR8puKtwFJya1x8jcY5BsHYQmuMMVgC5VKw=,1,1,0,,7,2016-03-12
240,4mtFjiyQm5qy3h8pLIsXe8H4fNNnbhB5pyd4Cxp/phM=,1,1,0,,4,2015-12-05
241,Z/5qnZ2qDJlsKRPD+OdgtznFexWferYMw9zOkgcnv+0=,0,1,0,,7,2016-05-10
242,3nAa7DFrlQuWtR3ZwjUcj9SCRpaNSiAghAyWa4iwd2Q=,0,1,0,,7,2016-08-06
243,LkzjktPsrIVuSOVgUPwxo5/MS3SJF1DIm6WEczGnvvY=,0,13,21,female,3,2012-09-28
244,PUxDfXGq306xts4yIhW3iHprfHimfYlUrQslmtG47DU=,0,1,0,,7,2015-12-20
245,sH1B7/h32g7Eg2k97i4SyJ8IgGbKaACYpii3WYtDVT0=,0,13,23,female,7,2014-11-01
246,2f50v+ZU1cwVGdxQXgMB80PB1zm1J00EBQZDpsVhz9A=,0,15,33,female,9,2007-05-18
247,w5eBMkbtB+XIELVt7UDTy8/h7Lc4XseXiUK8Vq2jD4o=,0,22,0,,3,2013-02-26
248,xLaOVg2H/QAlqC2YUeiIKtE8+j0hG5haxHmLHllEXzg=,0,13,28,male,9,2010-12-17
249,mj7pKN8xxERrtvekxKvpMPQ9kFDp3Wks3qbf6tDhr+4=,0,1,0,,7,2015-08-29
250,MpAiH7h+a+SdgSGenTCJY9X9UiMyR+uWpvL9UCjA9mM=,0,1,0,,7,2012-02-01
251,jfoQ11YY/mL4z3x9RrVadXQXWexXrSXngV0Gema0StM=,0,1,0,,9,2015-07-25
252,qMFnz2dRCKkDJC29FQ7u0xdnJkU9oL/N6AGTa8bR3LM=,1,21,23,female,9,2009-09-30
253,nBeeImM7zY7QRhhWf7bdvgrTq5eQQebjgr1iNjIfJvQ=,0,1,0,,7,2015-07-25
254,T/EBQV69iCPVrG/i2RJUc0koRomuwfTPgipXhScHj80=,0,1,0,,7,2010-05-14
255,rY0yvcnruMVccq04j5YzS0OMaltyFkwv1dNbLRwnAwk=,0,1,0,,7,2013-01-25
256,pc+NEBnZraZZ5XMIpTpJVohULP+599BOV7uYK7RQeNw=,0,13,23,female,9,2016-10-14
257,5O3t3fEp/Xgu1C+w58NiOXd/UO9g429CDHSnMRfl6eo=,0,1,0,,7,2011-05-12
258,qxRvR5LEmFuHpVC6+20EuBfffb12GDc9HhgqGB9xlLU=,0,14,28,female,3,2014-07-31
259,Om6DZodLBLf+FwOEk5IltTstoHD0LD5SL6qMZMyRmSU=,0,1,0,,7,2012-08-29
260,ce5AKICQUSmnN2in+27NGfKthiw5jKvU7td22pVJbdc=,0,1,0,,7,2016-07-03
261,tbN72atX2f5ULrcuPmaTtdhRo3fdewyr6U5hhuoN9O0=,0,9,25,male,4,2016-10-16
262,vIyr9wabl5TpOSq1tp/t+mj1OPzqC1MkDMa3u4hRcu4=,1,1,0,,4,2015-11-08
263,GiR2QGhGk2zTyja8VDBxm4NWzCrH2w/gEJURO022wSs=,0,1,0,,7,2016-01-20
264,fWVaG6NKTgO/FM8L5POdxKq+9ZZDf+XEumQnnRG+0+U=,0,13,21,male,3,2012-08-18
265,ahOT+/ibZTmxHf06ADU/d+8aJ4aAQ9adrpppFLRt3AE=,0,13,24,male,3,2012-06-18
266,VjKtTvzMejXNjZh2iCG6NwkkDh+cugPk9xaxdmVLd4A=,0,15,32,female,3,2015-04-21
267,S8nE8OLYoNcimvpfx0K3NVZGNlrSG03tiAhP9lcxAyI=,0,1,0,,7,2015-09-23
268,uAuEkKC3RDsVdS3ZfFbICGgEYe66UbYrSwOh8mUqglA=,0,22,43,female,7,2011-05-14
269,K+klyGQkw50mCUlyH0LBs/fd2SIaUYosU3NEDkDmK3c=,0,5,24,female,9,2010-05-02
270,61bz1tCpfkzIodVlWbUFHjU0xeFI+OFZkZm7b8oauH8=,0,1,0,,13,2016-11-10
271,GW4VwVybutUg+zSRj8sUsr3jH7Jdh1IaVC6wEOgp/1A=,0,1,0,,7,2015-08-28
272,NJGHf2xDHl+S03zSLFw1IqiJeG0V5yzxTFmgn9Hbnag=,1,9,28,female,9,2008-02-13
273,g2K2Mbu9bV2hGX79+99ChiNw4jXNs4lt2Cuhxdc/FZY=,0,1,0,,7,2014-01-27
274,91HthBdFrUqfKBH6SyIAjQm+dnhxKxmm8LFyFRRxf4c=,0,1,0,,7,2016-11-17
275,A7Y9gD2jn2cSytYj59GnObdqUM60DvE2SQP83/Z/e5g=,0,4,24,male,3,2015-10-20
276,Gy8g7cCv2qFbb7Ex0BkqL+uPSzJ+1kgqTw3OE6tNn2c=,0,1,0,,9,2015-07-21
277,HMMa7Gqa2pJU/ZKCB5na+D9eQSx9Od5iKAImXRXWjDs=,0,10,32,female,7,2011-05-11
278,WL/UKutGg+t9NuhrWtSHmr4Udaur7CMmcxw7RfXgeDE=,0,22,28,male,3,2012-07-02
279,/csOFHj2XAUzBQXkp0dbI8+bCohE9TvdorX7W3QoGe8=,0,1,0,,7,2017-01-27
280,ev/BQ2MYSgrRx7eGgTRtM22456PA8XY8Zf85ewV8gF8=,0,1,0,,7,2016-07-23
281,k49sPGSiMOxML0wusTprjvLAj8mapuuPone3tNpDQTQ=,0,1,0,,7,2016-06-04
282,oL/HN82nkdlwJSGx+E699OG+MJxmOOIDXSKl2l71EB8=,0,5,35,female,9,2008-04-19
283,b23LgTW8wdC7eHpRG3WsHUqVfpaqlgl9g07cs1dia/8=,0,1,0,,4,2016-09-14
284,CGmYeePW7F6UAQSEXlkqOENZxBcw+pKyMH37tSfmXpM=,0,1,0,,7,2015-10-29
285,w7F5WXEJhkbCDH4wsdCnQFElZdscdhM/79Se4O+oDEI=,0,1,0,,7,2014-04-09
286,flztCrsU7RD2XnWG+JbRCZDShtMH6bpDKi9lyNNJKb0=,0,11,29,male,7,2013-11-04
287,FTiTH3z2n8U+B9g7m1HVkDxLmulIFJdF1jYKwWGgLv4=,0,1,0,,7,2017-02-27
288,vNXD8zuBcmqVbEXx8SUgFbZ9GflJQ338h3htNlJXGHM=,0,1,0,,7,2016-09-18
289,ucvY9g2xotmZ0kQQ3/uWnG5bMr5R7Qd++owlPSsiXNY=,0,14,0,,9,2014-11-07
290,Fzj3s+5KgzEXCN+iOFlGDXXudwUr247AMlUKHHSC1Os=,0,1,0,,7,2016-01-08
291,iixYePgL1gwy3mmqXhsmwJ+40RbNwogj9yJaps8V/xE=,0,6,23,female,3,2014-07-19
292,bxV+9vD7ToJbkq1UW1qUu5DkDeSSuJIzcroEGL/MIqY=,0,1,0,,7,2016-06-26
293,MrlAsfYsRPj8oBq1qa87bHFBJI5hbXBlSkijLvk3YmY=,0,15,0,,4,2015-10-29
294,vSQvRm0MYIC60hLYNUybsxj13wLIWhX6x/y6OS4Ck6Q=,0,13,19,male,3,2015-01-25
295,6Cmj3w/BLJFERRSt4P82ZeIEq5ON0r2HMrjbd8HdBCo=,0,4,17,male,7,2015-09-10
296,TkH/PNjgLiWfymm76T7RDuFAHK6SXclWRy/6hAcDKHE=,0,1,0,,9,2016-07-18
297,Tauq2eN8KNgRuKkeYw5Hvv3eWLe3OP3ht2UKnDOm1Dg=,0,1,0,,7,2011-07-27
298,q40WY8OCemTQ9+zOnmwP/IjYvLdT0a0VJ0E4fshT4Jg=,0,1,0,,7,2013-10-07
299,twcxfel/D68uMxBpECss4AcIYnXMt4UXKZdM1r6K9uU=,0,1,0,,3,2014-02-11
300,u84s8gRNJtvXJOu0hN4nD8Rexuq63aR0Hip0CVk1gVI=,0,1,0,,7,2014-10-07
301,gV28Paea47AtTf2UBfDgPlsd+YOBxp3Pu4iSIHI0k24=,0,6,25,female,7,2016-12-20
302,IeXKilJ6nBXe1/GJYWz6+W/HS0CB4jUdfftEZ2WtYR0=,0,4,35,male,7,2010-05-05
303,rpbVWglu2r5tUO1QMPXw+laCM/eo8x6ipt8WZGQoqsc=,0,1,0,,7,2016-05-18
304,CHWSTIpB/9n7Bs1DZQOrkeJigdfdTP46kj/GRQBn66E=,1,1,0,,4,2016-02-07
305,vislRXCHkVzjVBlL2irxI4VrGUCm2lOdrmFNPjHm1M0=,0,5,26,male,3,2015-10-14
306,hIf6D27upxDO5y4MGBcdqyXyrLAQA+cZM6Twbxf+M9Q=,0,4,51,female,7,2014-10-20
307,Q/s/LrTCx+BAEcAAHDPhyh6waCbJpNQ+1/dXciOTfeY=,0,17,33,male,9,2014-07-23
308,cQsRMRcVbPdkiUzVHebJSa0CPKyNZxLd3JmaU96WHqI=,0,1,0,,7,2013-10-21
309,49qVtzeV0ygDFgWyDJV2bHqQEdm9f0r170I3NngH6lc=,0,1,0,,7,2014-10-04
310,muvf06bZpV3qylhKSnRqxXZ3Z6TGD0eZf6d3V7iB1CE=,0,1,0,,7,2013-08-24
311,BBELVC0Y1SSoy69aV2DnPtXe50p/ug7G0TixEZJT23Y=,0,1,0,,7,2012-04-07
312,w0UHfmYnpTPyKeaENqBGB0MRK5pOU5MQCFBDtiAspxg=,0,1,0,,4,2016-11-22
313,8GsQBq2pXcbv5F4zsG1weSJyV8GwMvYps+Vy3I/1kfQ=,0,1,0,,7,2016-06-29
314,Vwp09hoaZIc8M5xneaX5a/CnZ1XHxoLwwTIBlGeJimg=,0,1,0,,7,2013-09-02
315,IX1jZb6rb0hdD3vDV5TW/75kaz8rx9jz0Ixx1dJbLOU=,0,1,0,,7,2013-12-05
316,SBbOti4ZgBDm9s68YckGIvEZ6W28tsBThsqQTt9D6WA=,0,1,0,,7,2014-05-10
317,suBhFx3ZyzpviYfWWppfZMuatABxOQkZsKS41W34WKA=,0,1,0,,7,2016-08-13
318,T8tEvR/8D8dXLMVBFTTe+3rpOD3JPMDJEfu2+yB55x4=,0,1,0,,7,2015-11-12
319,rgH+ynspEd0S8AmRftOYy7hAM2LjbL/7WNn15CZb/Sc=,0,13,0,,9,2014-02-17
320,7MGD5UJ2hM5jXHXcRYEGr0iNnZiskClb/CzugFmahms=,0,4,37,male,3,2012-12-08
321,1yj2fzXHJeqhX1YEI8MngkK1FGKhT1l2slzCFcu+S08=,0,4,38,male,9,2006-10-16
322,yHb9dBUS8hye3GnWyj9thWHBRhinSx0hKfXnUtuUO44=,0,13,26,female,9,2009-05-22
323,lI4LLUSgD2Rntmo2GTxIYuxnldifo+J+GXBJLqc+wO4=,0,1,0,,7,2016-01-21
324,t9PzAg7cLjnz6wkB4Z3ec5BlreB2VGetp5yFhvcNSnw=,0,1,0,,7,2016-06-26
325,0oVMqJ2Jo/4wNNBo5ibVg7nV/1mvNr8kcAxAcGzU2xo=,0,12,25,male,9,2015-11-05
326,0NsUdajVzusr2iG0+7XTcxRMY6udhrfCkaY2ao9CC/s=,0,5,20,female,3,2015-09-10
327,TZ7a+H9j4kuf+jTUi7pVjvu1FqRv4cAy/sE8rnE0ogk=,0,1,0,,7,2015-10-25
328,CyTbQ65mT/Ls8/iC12EiWcHR1o49DBrx6P8b8daLdoM=,0,1,0,,7,2013-10-25
329,+DfGrv4JmepHNCKYhRHRGNgZeD92ObcrBmWrbBjj7zw=,0,13,22,male,9,2007-05-16
330,C8hrj6AgREqHTIpaMcvA2BOdEaq2sHCm6nEnHZ+87A4=,0,6,41,female,4,2016-05-15
331,KisY+0nFEdTBmhlmWoK/gwzkrl6pdeCOtB/iEtsi0nQ=,0,1,0,,7,2012-04-05
332,7ck0zBsq8jER/+f15jMUg00eSBpSH+KnDzzjlIhmJ9E=,0,15,24,female,9,2009-11-07
333,aKmLXaXMiMvimf4gEnj3jui9I4NGh0SyucPkqc47Zbo=,0,4,42,male,9,2014-06-26
334,vikSkAweQXiqoxN3WjjJRENcP7QUgrU21XXnDKf9bIM=,1,6,48,female,7,2013-12-01
335,Chitqf0ct5R08LX/8ZFmuUbjwUmdwvi8knvzwdAz86s=,0,1,0,,7,2012-02-08
336,CJqyqUxNXIeo3nru9PcDueEe33IBBf+w1IQ0XHoyrUg=,0,4,36,male,9,2008-12-31
337,e1uuB6pcjQoiWsg+X1lsu9e51E71fZyX9G0eZvznZXM=,0,5,0,,9,2015-01-24
338,pt5EycKinbe5ri6K5p/hFSghKtOtuVb1VnYSwphOig4=,0,1,0,,3,2013-09-19
339,yX5+R12PKUNcnk/TJEZlOTJ7VEsEk3AfK771BdD7FAM=,1,1,0,,7,2015-09-04
340,x1ylNyjBqvLfTLKcM1WJ8nhW6Mq5J2WGk4bT+ioOKJo=,0,5,36,male,9,2009-04-14
341,he0teXvhBRZ5RNSDRfwDEVhn/hTgIGTZGbgtVqLPcxQ=,0,14,27,female,9,2012-03-24
342,9OjCSfNt/35v34dyAuWWGp0ocCiz4Y88scaagtWYGYo=,1,13,23,male,3,2013-10-20
343,vzRNYMg47ENcHRnMvcb0cNiXG2KZdtWiN28ophDfgOA=,0,1,0,,7,2013-11-06
344,AmATk5kQaSx1novMycwvjo1BbAvhPcluYxIq5svzmv8=,0,6,20,female,9,2012-01-08
345,xp0UZprtSdfaBEMiHuhlFCB98gYf/3jtY/AgZG04+MU=,0,1,0,,7,2015-07-29
346,QMSSVePUQh7StGefZUV4Z7+wtfslBgLlVzLJdDMmz1s=,0,1,0,,7,2016-11-16
347,02XXK7anlubHs9DexvFz+rROL6XzvlgqIUWPDKpxRgY=,0,1,0,,7,2015-12-31
348,BnAVpyckZBJJSOTQtZhYgV2GHUne8UdHFnfRcaJxAWk=,0,1,0,,7,2014-12-16
349,qIwCPYTOVfcMoPUZ0gGDPq4xuexDKcpN4UqtGmEsKkE=,0,5,27,female,9,2009-01-04
350,Lb5XhNTHzlrIagA17LZC91rtsY96jdfKWffQbmstPVo=,0,5,18,male,4,2016-12-01
351,gdnivaqz2Q6aPyuK1VP3BKbmo/OGEJBW/MplSJ6sGPI=,0,1,0,,7,2013-12-29
352,mCThfMIeGn0akItilzDGk5L6aJZuHZNn+JinqlNm07s=,0,1,0,,7,2016-07-20
353,/BDJflilNO/fr06c+CE+ML7PLeKH18UKTWrPLSGidV0=,0,12,24,female,7,2013-07-26
354,qn43oeu2EpaslTA5ou1YMgEnwohBtHclnreNpXfzOQE=,0,22,26,female,3,2016-03-02
355,M6OI7aAEMq7zJFTzCY1i0Tlc6+6+e63BSSt4CmyMucQ=,0,1,0,,7,2017-02-28
356,DtwPbojOgiQUGpfnGZAVAiN+JmpxjDwwJOaE1dfvUc8=,0,1,0,,7,2015-10-31
357,9zJHdvjebQfvJ9IXabD+Dw0smpKZkVR2f1h0ZZVI7Ng=,0,13,0,,3,2012-12-09
358,syVC6FwPvztsJmYvChJDG9xXYB+YgjZ8vtTLXhO+cFo=,0,13,20,female,7,2014-07-14
359,GrHSjXT+gu2E+vzOGcG1jGY1xAvfS291+gUZv33fjaM=,1,15,29,male,9,2016-01-21
360,EpCLuvcdhY0T0FqrdI0MAagauoKv3t/yYbmUw74sKbc=,1,22,0,,9,2014-08-20
361,SdqfXQtGwJ2S43pLmn02pm+Z6HsX2se2SYZOgQAMuUg=,0,1,0,,7,2014-06-26
362,I/Z+tShcAjyq4JVA55orga7+iQBnwEHbVSy6YvqHlHw=,0,1,0,,7,2016-03-31
363,PpbzzBpHzUfvnDYjtZ5drbz4IlM5sBpadC4Tjs2WLHs=,0,4,23,female,9,2013-07-28
364,XOg8gF5OXSAAxGEuO2ofeomM7tlUkd9jL0zDLI7pvo4=,0,15,26,female,9,2014-05-10
365,0Uc5qr4Sb6mtj+ffGB8xCDEFpncuZwqcHQo1heXin2s=,0,1,0,,7,2013-10-12
366,BaEfzYayc0SB8J7/clXZy/KpsvwUoJyZiaP/udl3eJo=,0,1,0,,7,2015-12-01
367,6ean2flAacZDMIepa+nUCMuwKpJj+O/dxy2U0v7sJPc=,0,13,20,female,3,2012-04-18
368,ZLjviaN8mFl26E7ZEb2m8j7hWCiIQZaFKIGpZqTa0oY=,0,1,0,,7,2016-12-30
369,/1LNeM6RLOCPIqQwXpuowi6fderxOBr7lvMBrd3LjCg=,0,1,0,,7,2016-11-20
370,tA7gfCtO7qFq+GZm45I51eCwqpFCVio/yhtRc0H4HAo=,0,13,38,male,9,2013-11-19
371,3NnBFCZbpQVqb6pv0a+A3lkYugy61tGDRmuYcACNG3U=,0,5,40,male,9,2008-11-18
372,1UG4tt/OCeMVKvX7ST17qLsu2mM9KmbBhlkE7t7hn9U=,0,1,0,,7,2016-10-06
373,e5grn2QI2GMaPry4NyYT2FycliOtNdZ+WZOQg70PI+Y=,0,1,0,,7,2017-01-11
374,Hk338D5Ax3Bs+lsPNAninMwMUGcevK/Sfr64VqTKSQg=,0,1,0,,3,2014-07-22
375,IeAZ6c0fw1aHjPj4CRpfgL/uymCr7NA+91VPiTL7vmY=,0,13,35,male,7,2010-09-17
376,QDrUJFTOQrYnYRhRFSyFrAP+F6m6ZLPpCR0MVyC8g0I=,0,12,22,female,4,2015-10-11
377,1oPPZloexVty1ezpj8S/UJ9e3wYam3h/QMQbEXVU1Yc=,0,1,0,,7,2013-08-02
378,9qt0+D5J058LzR56YKa/3Y/vH1juZ6y+1MMeuz3Nvlg=,0,1,0,,7,2014-01-24
379,n5+ic02E5h45oKrv0/+20779tIjfEwWx1F+zmZ5OmRY=,0,1,0,,7,2016-01-10
380,zkH0NJ+BKH5u1ijX/AMjcUqkvvHKBCM+eo6dNM0h+78=,0,13,53,male,9,2009-05-16
381,oNRATgrobS0+RCz+LEUaj+Fq9ckDlt7IexNZFX+g4QI=,1,13,23,female,9,2015-01-01
382,OxdMOV/aPFx/e68oi0NxEtEXXAlwdAg87AS6c84+Heo=,0,13,45,male,9,2016-02-09
383,z33CTpLmpjt2pKAMGSPv0ZCOJnxySKsXXKKDuJy7HGw=,0,5,28,male,7,2016-12-17
384,UvRo8h2ID/DwPUMu8rb6RF0hwfdIxN2MJ+k3F7y4d3E=,0,9,0,,9,2014-09-04
385,AL6QSJTdviUYJ8xM7b0aiY1e08PbjDEhymTU6NYPLV4=,0,1,0,,7,2016-05-13
386,E0ofz4kSXWgKDep4mG/Z0+CVh8UIBnwqVh8KcxGZtvw=,1,1,0,,7,2012-03-03
387,rkNgWC181T9sa7KzOozbUcbLUWne8l4JG1s1q8iIOBM=,0,13,39,female,9,2010-01-05
388,fscWyjAfp3ai4R9XJOKDlRZKQKmuQDt3oG2iFgVB67A=,0,22,32,female,3,2012-12-16
389,OtzHop5g+aAfquueQiGOZ8yvuhFiuPyIUnwhhm6lW4E=,0,13,17,male,3,2013-11-29
390,lufDCA0nN4dsEqBYffVaJAr1ifxGyDsJ95ZUO2wRBmQ=,0,1,0,,7,2014-10-16
391,vaHtPn+58qekLwEx0zD6gl9rtZaxlllWAuXQHDEBjYE=,0,1,0,,7,2015-12-20
392,U95tVQN60DosW0vRfXD+ariLzMqlTmydu8vxKBb/XUs=,1,9,23,female,3,2014-07-10
393,kyPSN8PZdnSSTOa50Yh0lTqEj6v7HPI4k3PcOQQzYSM=,0,15,33,female,9,2006-07-26
394,a8xCfVFlgnsWdwQ8o3hgSNS3yMD0SX1AlA+7ztiokt4=,0,8,45,male,9,2006-04-02
395,zMMMQ0ok8FHvW1pP3CF9ptW23XAmx+7Or3KkAx9hLDA=,0,1,0,,7,2014-11-25
396,MG9aMkh8e4YOerpt3HEIJyHJA4nURczEu4ayYIpKbN4=,0,5,37,male,7,2016-06-30
397,f7ZlHSRn8MhZ7gmbfSGECp+C3T4HvwQL7aOoIHhgqPk=,0,12,19,female,3,2013-01-24
398,aUDvt84qYHnGiFHKQhVyXBhE6rTHZCRwi6gMRN6aapk=,0,1,0,,7,2016-10-17
399,Wv7HJZzaVMkDkhNNMY9OcHJwP+V4z+Wi+9pYaWCC4fU=,1,1,0,,9,2017-03-06
400,/lApwttJy3PQeCWYpJEd07iHmeO21eoantsgoxL15/Y=,0,4,23,female,3,2012-07-14
401,SGwDJHM07Bt7kTPCvJdj4lblWv0r8N0rqULEb/mWn8o=,0,1,0,,7,2011-07-05
402,vRWSHTlpmtIHxnspVpmQQ3tmcjYFsXENnH3U9V8qQ28=,0,1,0,,7,2010-12-06
403,gn1FO+i0cMaATmqsP5F/WBebdp61O+BkrGHGOGd+/K0=,0,1,0,,7,2016-12-06
404,7hY0o+oU2/j1JvxAMqzt31vFW2hVkidPUtbWgYslEho=,0,22,22,male,3,2014-11-15
405,w+DNVpfkcr7+t/KDqiZxvs694j5lrkXgnIU6fEgxH+U=,0,1,0,,7,2011-01-09
406,/SjCVkzElLZTj5ZOCB4KJLlBpPSDsT6ti5l3lq4FQDI=,0,1,0,,7,2014-02-22
407,Mjvr6QL8XU+F5pIKRDPIhLtvyQ0cFOAxwzxXVUh4WmI=,0,1,0,,7,2013-07-03
408,8YSxBiwVU8pOKJfEHme3Jp9048xwDPbYHsviRkX3zow=,0,13,0,,3,2013-08-03
409,5ypMYtAnDlh2aPViz5HlV7ox7pmw4mKwGNMtppM1WHw=,0,1,0,,7,2012-08-23
410,Lg3RSJYF9/ntVotF51NT+XA8my1HgrxNPRjzhJ2+LBI=,0,15,30,male,9,2006-09-25
411,c6lpstrWPw/YTo+zQTtGUAF19v0roF2a980495jb8JA=,1,22,24,male,3,2013-05-07
412,6VB7IbAUfID2Je4Ci1tZGMIi09PRaB8aetDNFCuYrZo=,0,13,24,male,7,2015-06-30
413,IZJ5cDU+pcncX+KIDNbyjwH45c8GASgHVYdkRhgeo2c=,0,1,0,,7,2010-10-25
414,jVArGMw4onB7OKNOsU0YZLG4E5f3I8jCSJ669C3yi9w=,0,5,23,male,7,2013-06-30
415,erZ01jhHrT9nt23OirWY11LtGWf8lKYq6J6dsGAiS4Y=,0,15,32,male,9,2004-09-01
416,mxZ262fLVFpKI4JTod9OL0qdQ/B2sPNfZf1kNeDrlOw=,0,1,0,,7,2016-12-06
417,YZr1fH4EbTvdAcZfYkpE/U4VsSw6SW55tBWbFUMFayA=,0,1,0,,9,2016-07-23
418,eO959ujQ48dxLdCcqmOQfMrk2rfubCHRdnslzEQaOmA=,0,1,0,,4,2016-02-04
419,jkCYFUqDtLqrT0gdDLdSFeRPtmSB52gc28RKBhp8sn4=,0,1,0,,7,2015-10-11
420,EXUuegPCOFoSwW/86LcuBsg/DYLcMRKXAdmpKcK7q/c=,0,1,0,,7,2016-09-26
421,QA0oSNvRN00Dk07dmvCh96EkuLXMJGAMnCeMmoXIPHo=,0,14,21,female,3,2012-08-02
422,iPVe4ZhNP8RNEwBClmXO55OBjyAb2o4+NIF69ebF/Uk=,0,13,32,female,7,2015-09-03
423,KG5jjBS3DJIalNzQrOnQwPOrJhnKYgjNuwMw6fZbsrs=,0,1,0,,7,2010-04-07
424,tzIA6spfurfWhhV/VUExCMkWmYGVC/KIqIZkzRZh7GI=,0,22,41,female,9,2007-10-23
425,YlJbPgJa1s7jOBCBykVqa8KTr0x69JU4XlZ/oQrgeBI=,0,1,0,,7,2017-02-03
426,Wiwy50byxd/LeyiEez3MFCRp+FoZ+CKjNoJGzUVXyx4=,0,1,0,,7,2015-09-28
427,nxDl9pFRDGKsFErmBH7U6xu1KLijC1VgdtbrccMw1VU=,0,1,0,,7,2015-01-17
428,jzXAeFjlcItyxwnRh1EirDAyVTvx60Fze/v6eTMSJWA=,0,1,0,,7,2015-09-08
429,DsTQ5o6GElI3tc+KxbBRUFfhuFRny8ydZj6O3zbzOMQ=,0,14,21,male,7,2014-03-23
430,8GwIf46yuQn2OMnj/smHsaaqJTo12Bm+sVnJ0au4WBA=,0,5,17,male,3,2015-04-19
431,Xw8JPeyjLtkc7RF44/WSGBg2nD7WxnPTGQUHu5qH5cw=,0,1,0,,4,2016-11-05
432,O4V4YUP/200l+q8rlpVYCWYt5Q1Bn3Zw4DabP/wri5s=,0,1,0,,7,2016-10-20
433,eATZyEp623/Do0w36geaeE6nehoDxnFEUTLesDqxIcc=,0,15,35,female,7,2012-02-07
434,6CCj+Zk40GIVtLGBp0vpkE6KbUfo/yPIws0jvHdryPM=,0,1,0,,7,2014-12-07
435,YILCvoCqrzbwTsJTvxdbdmNVbmxlcuHRvFd4rMSaJiw=,0,5,24,female,7,2013-08-21
436,Gj5j6ZN+ufdWe472733d7zT84c/NwKlmJLiVFYWOAw4=,0,1,0,,7,2011-09-13
437,Y/zU+qpvyfm97zmd5vPZZQRExHl5HjHmi/B2YeSKcfQ=,0,1,0,,7,2017-01-26
438,PFIrmhmz8BtF6zrK3h0p3Mlf1k5Txps85Hh1/NmGd5Q=,0,1,0,,7,2016-04-25
439,PfPR2cL31Gc+2MEBjAtnOjDQS2q7mu76oVTrtGA6A6I=,0,1,0,,7,2017-02-19
440,5pqBvN0747U5l+hf1BCwA72KlziA4HVMgGZwbUyiKT4=,0,10,26,male,9,2010-04-11
441,ONGtD52iXj95I1rVtiz79abJiKL2IclttLkw1rF0M5k=,0,1,0,,7,2016-12-03
442,tK1qKZaIYQXBChNklFOxmxv9vw6hNAfAK9ftb+cpH8g=,0,5,35,,9,2011-01-31
443,K26SShKj3G1o46zXuxepUXU++gv5CMFbVHSW07qg1sI=,0,4,21,male,3,2012-12-08
444,/U9zUxgqmVo0TdV10LV9LELYAzbcOdWciC7pFJAIRa0=,0,13,21,male,4,2016-01-22
445,uRl4YYOhVoTbapDajcllm8VBDHQHIUQ+IbbOzFhyAqg=,0,4,28,female,4,2015-11-12
446,Grtzv8YRsYh2o6/OCC+jBgO5bgsZ65hDb7MCDku6+S0=,1,5,32,female,9,2012-07-19
447,JOO39p2S60lL6ogy3fR6BQt9W+1a7B7zXxd/OqTw76M=,0,1,0,,7,2014-04-30
448,/EdfLTA1fxnbk7Cxjhe1INh76VPvqRwOpvvkm8tj1A8=,0,17,39,male,9,2006-12-10
449,aQon4Ht2pPyXsuhEcwrqwISTCNQgLhYSHlBr/wqIJSs=,0,4,27,male,3,2015-12-23
450,SAKkyUo0KJ/uASr70QZOIdM/wfUsf+E/ZLyqKtHm0rM=,0,13,31,female,9,2010-09-14
451,QATmO7GYbI5gs6uiU3IjQ/XjnZx6lT1oyW16p1FEZNM=,0,1,0,,7,2013-12-07
452,mfHoTw3zpqTufAeC11r0Gm8rnKQhhTA/CiCGFCccFxs=,0,13,39,male,9,2011-07-17
